"","title","url","imdbRating","ratingCount","duration","year","type","nrOfWins","nrOfNominations","nrOfPhotos","nrOfNewsArticles","nrOfUserReviews","nrOfGenre","Action","Adult","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","FilmNoir","GameShow","History","Horror","Music","Musical","Mystery","News","RealityTV","Romance","SciFi","Short","Sport","TalkShow","Thriller","War","Western","Recommendation"
"167","Der Herr der Ringe - Die Gefährten","http://www.imdb.com/title/tt0120737/",8.9,"871819","10680",2001,"video.movie","82","90","220","801",4928,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"172","Der Herr der Ringe - Die Rückkehr des Königs","http://www.imdb.com/title/tt0167260/",8.9,"845383","12060",2003,"video.movie","122","74","230","1294",3049,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"173","Der Herr der Ringe - Die zwei Türme","http://www.imdb.com/title/tt0167261/",8.8,"760587","10740",2002,"video.movie","76","83","164","527",2381,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"175","Lagaan: Once Upon a Time in India","http://www.imdb.com/title/tt0169102/",8.3,"33481","13440",2001,"video.movie","44","19","19","9",228,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"179","Die Monster AG","http://www.imdb.com/title/tt0198781/",8.1,"374409","5520",2001,"video.movie","14","31","154","104",546,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"182","Die fabelhafte Welt der Amelie","http://www.imdb.com/title/tt0211915/",8.5,"380600","7320",2001,"video.movie","54","50","57","359",1255,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Excellent"
"183","Chihiros Reise ins Zauberland","http://www.imdb.com/title/tt0245429/",8.6,"273502","7500",2001,"video.movie","35","19","33","621",788,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"185","Donnie Darko","http://www.imdb.com/title/tt0246578/",8.1,"430315","6780",2001,"video.movie","11","12","58","1329",2031,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"Excellent"
"186","Der Pianist","http://www.imdb.com/title/tt0253474/",8.5,"331248","9000",2002,"video.movie","49","47","74","700",718,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Excellent"
"187","Findet Nemo","http://www.imdb.com/title/tt0266543/",8.2,"451631","6000",2003,"video.movie","37","37","92","2563",804,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"188","Kill Bill: Vol ","http://www.imdb.com/title/tt0266697/",8.2,"509895","6660",2003,"video.movie","16","43","97","3019",2044,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"189","A Beautiful Mind - Genie und Wahnsinn","http://www.imdb.com/title/tt0268978/",8.2,"389925","8100",2001,"video.movie","28","51","85","1192",1123,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"190","City of God","http://www.imdb.com/title/tt0317248/",8.7,"386540","7800",2002,"video.movie","57","26","27","528",681,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"191","Fluch der Karibik","http://www.imdb.com/title/tt0325980/",8.1,"572501","8580",2003,"video.movie","28","71","125","429",2072,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"192","Vergiss mein nicht","http://www.imdb.com/title/tt0338013/",8.4,"475849","6480",2004,"video.movie","46","54","52","1324",1448,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Excellent"
"193","Infernal Affairs - Die achte Hölle","http://www.imdb.com/title/tt0338564/",8.2,"68704","6060",2002,"video.movie","23","20","15","358",171,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"194","Das wandelnde Schloss","http://www.imdb.com/title/tt0347149/",8.2,"136207","7140",2004,"video.movie","9","14","35","153",298,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"195","Salinui chueok","http://www.imdb.com/title/tt0353969/",8.1,"39252","7800",2003,"video.movie","14","2","5","181",107,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Excellent"
"196","Inglourious Basterds","http://www.imdb.com/title/tt0361748/",8.3,"561706","9180",2009,"video.movie","76","63","394","7896",1391,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Excellent"
"197","Der Untergang","http://www.imdb.com/title/tt0363163/",8.3,"184234","9360",2004,"video.movie","18","17","16","432",532,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"198","Oldboy","http://www.imdb.com/title/tt0364569/",8.4,"245394","7200",2003,"video.movie","18","11","19","121",742,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"201","Batman Begins","http://www.imdb.com/title/tt0372784/",8.3,"659591","8400",2005,"video.movie","9","44","202","6136",2607,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"202","Before Sunset","http://www.imdb.com/title/tt0381681/",8.1,"113580","4800",2004,"video.movie","8","12","34","719",467,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Excellent"
"203","Hotel Ruanda","http://www.imdb.com/title/tt0395169/",8.2,"195628","7260",2004,"video.movie","14","34","27","461",582,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"204","Schmetterling und Taucherglocke","http://www.imdb.com/title/tt0401383/",8.1,"75965","6720",2007,"video.movie","56","41","33","337",167,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"205","Sin City","http://www.imdb.com/title/tt0401792/",8.2,"491210","7440",2005,"video.movie","21","29","212","5239",1677,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"206","Das Leben der Anderen","http://www.imdb.com/title/tt0405094/",8.5,"185524","8220",2006,"video.movie","66","25","25","402",371,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"207","Million Dollar Baby","http://www.imdb.com/title/tt0405159/",8.1,"334315","7920",2004,"video.movie","58","34","48","1457",1068,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Excellent"
"208","Rang De Basanti","http://www.imdb.com/title/tt0405508/",8.6,"36778","9420",2006,"video.movie","16","18","3","335",294,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"209","Departed - Unter Feinden","http://www.imdb.com/title/tt0407887/",8.5,"598844","9060",2006,"video.movie","64","63","83","3043",1954,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"210","V wie Vendetta","http://www.imdb.com/title/tt0434409/",8.2,"557042","7920",2005,"video.movie","4","17","70","1459",1980,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Excellent"
"211","Toy Story 3","http://www.imdb.com/title/tt0435761/",8.5,"356405","6180",2010,"video.movie","36","44","97","5842",657,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"212","Das Bourne Ultimatum","http://www.imdb.com/title/tt0440963/",8.1,"350787","6900",2007,"video.movie","17","27","82","1639",790,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"213","Pans Labyrinth","http://www.imdb.com/title/tt0457430/",8.3,"339845","7080",2006,"video.movie","76","63","50","81",1025,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Excellent"
"214","The Dark Knight","http://www.imdb.com/title/tt0468569/",9,"1148515","9120",2008,"video.movie","94","69","107","17229",3930,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"215","There Will Be Blood","http://www.imdb.com/title/tt0469494/",8.1,"272992","9480",2007,"video.movie","74","58","65","2075",1053,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"216","No Country for Old Men","http://www.imdb.com/title/tt0477348/",8.2,"434032","7320",2007,"video.movie","110","51","61","3101",1416,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"217","Prestige - Die Meister der Magie","http://www.imdb.com/title/tt0482571/",8.5,"555345","7800",2006,"video.movie","4","17","57","796",1011,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"218","Into the Wild","http://www.imdb.com/title/tt0758758/",8.2,"292747","8880",2007,"video.movie","18","43","67","880",683,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"219","Star Trek","http://www.imdb.com/title/tt0796366/",8.1,"401744","7620",2009,"video.movie","19","47","201","15161",1499,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Excellent"
"220","Marvel's The Avengers","http://www.imdb.com/title/tt0848228/",8.2,"638083","8580",2012,"video.movie","22","55","324","21466",1550,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"221","Drachenzähmen leicht gemacht","http://www.imdb.com/title/tt0892769/",8.2,"285643","5880",2010,"video.movie","19","32","51","3545",414,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"222","WALL E - Der letzte räumt die Erde auf","http://www.imdb.com/title/tt0910970/",8.5,"476415","5880",2008,"video.movie","52","49","71","751",966,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"223","Black Swan","http://www.imdb.com/title/tt0947798/",8.1,"413273","6480",2010,"video.movie","57","125","119","10527",1057,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"226","Taare Zameen Par","http://www.imdb.com/title/tt0986264/",8.6,"48238","9900",2007,"video.movie","13","15","2","325",261,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"227","The Wolf of Wall Street","http://www.imdb.com/title/tt0993846/",8.4,"285401","10800",2013,"video.movie","17","62","73","3597",779,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"228","Slumdog Millionär","http://www.imdb.com/title/tt1010048/",8.1,"470400","7200",2008,"video.movie","114","62","27","6741",972,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Excellent"
"229","Hachiko - Eine wunderbare Freundschaft","http://www.imdb.com/title/tt1028532/",8.2,"76285","5580",2009,"video.movie","0","0","9","30",239,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"230","Oben","http://www.imdb.com/title/tt1049413/",8.3,"425870","5760",2009,"video.movie","53","37","68","2379",644,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"231","Shutter Island","http://www.imdb.com/title/tt1130884/",8.1,"495936","8280",2010,"video.movie","4","27","56","3907",884,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"232","Der Hobbit - Smaugs Einöde","http://www.imdb.com/title/tt1170358/",8.1,"239935","9660",2013,"video.movie","3","40","89","3179",777,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"233","3 Idiots","http://www.imdb.com/title/tt1187043/",8.5,"103975","10200",2009,"video.movie","20","13","20","10",267,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Excellent"
"234","Harry Potter und die Heiligtümer des Todes - Teil 2","http://www.imdb.com/title/tt1201607/",8.1,"346862","7800",2011,"video.movie","33","49","217","2708",754,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Excellent"
"235","Gran Torino","http://www.imdb.com/title/tt1205489/",8.2,"405722","6960",2008,"video.movie","20","8","62","1349",815,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"236","Ip Man","http://www.imdb.com/title/tt1220719/",8.1,"101486","6360",2008,"video.movie","12","10","13","406",129,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"237","Die Frau die singt - Incendies","http://www.imdb.com/title/tt1255953/",8.2,"45292","8340",2010,"video.movie","36","10","16","558",118,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Excellent"
"238","Warrior","http://www.imdb.com/title/tt1291584/",8.3,"220357","8400",2011,"video.movie","2","10","44","1903",432,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Excellent"
"239","In ihren Augen","http://www.imdb.com/title/tt1305806/",8.3,"82183","7740",2009,"video.movie","48","34","11","514",197,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Excellent"
"240","The Dark Knight Rises","http://www.imdb.com/title/tt1345836/",8.6,"758626","9900",2012,"video.movie","28","64","131","22240",2576,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"241","Inception","http://www.imdb.com/title/tt1375666/",8.8,"942259","8880",2010,"video.movie","83","110","135","10101",2450,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Excellent"
"242","Prisoners","http://www.imdb.com/title/tt1392214/",8.1,"184698","9180",2013,"video.movie","6","15","57","1558",445,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Excellent"
"243","The Help","http://www.imdb.com/title/tt1454029/",8.1,"220355","8760",2011,"video.movie","46","68","67","4565",391,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"244","Gravity","http://www.imdb.com/title/tt1454468/",8.1,"341562","5460",2013,"video.movie","104","75","79","4911",1556,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Excellent"
"245","Lego","http://www.imdb.com/title/tt1490017/",8.3,"52708","6000",2014,"video.movie","1","0","42","1651",225,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"246","The King's Speech","http://www.imdb.com/title/tt1504320/",8.1,"325645","7080",2010,"video.movie","86","104","27","5060",592,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"247","Tropa de Elite 2 - O Inimigo Agora É Outro","http://www.imdb.com/title/tt1555149/",8.1,"46844","6900",2010,"video.movie","23","11","7","111",59,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"248","Ziemlich beste Freunde","http://www.imdb.com/title/tt1675434/",8.6,"286016","6720",2011,"video.movie","25","31","18","457",245,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"249","Her","http://www.imdb.com/title/tt1798709/",8.3,"98365","7560",2013,"video.movie","42","58","63","2297",389,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"Excellent"
"250","Nader und Simin - eine Trennung","http://www.imdb.com/title/tt1832382/",8.5,"105123","7380",2011,"video.movie","60","23","16","39",230,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"251","Django Unchained","http://www.imdb.com/title/tt1853728/",8.5,"568296","9900",2012,"video.movie","36","58","108","7971",1012,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Excellent"
"252","Rush - Alles für den Sieg","http://www.imdb.com/title/tt1979320/",8.3,"142959","7380",2013,"video.movie","4","33","51","1573",352,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"253","12 Years a Slave","http://www.imdb.com/title/tt2024544/",8.3,"161237","8040",2013,"video.movie","131","137","88","351",455,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"254","Die Jagd","http://www.imdb.com/title/tt2106476/",8.3,"80966","6900",2012,"video.movie","29","37","27","220",163,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"274","Verdammnis","http://www.imdb.com/title/tt1216487/",7.1,"55813","7740",2009,"video.movie","0","0","21","288",132,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"288","Das Kind","http://www.imdb.com/title/tt0456396/",7.4,"11521","6000",2005,"video.movie","12","12","17","32",78,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"303","The 100 Greatest War Films","http://www.imdb.com/title/tt0462071/",5.3,"90","23100",2005,"video.movie","0","0","0","0",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"306","Robin Hood","http://www.imdb.com/title/tt0955308/",6.7,"166816","8400",2010,"video.movie","1","11","106","561",530,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"307","Hidalgo - 3000 Meilen zum Ruhm","http://www.imdb.com/title/tt0317648/",6.6,"58431","8160",2004,"video.movie","1","2","28","160",337,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Average"
"308","Apocalypto","http://www.imdb.com/title/tt0472043/",7.8,"193604","8340",2006,"video.movie","7","14","29","404",1022,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"327","The Magic of Fellini","http://www.imdb.com/title/tt0407969/",6.1,"258","3360",2002,"video.movie","0","0","2","0",4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"355","Glaubensfrage","http://www.imdb.com/title/tt0918927/",7.5,"80912","6240",2008,"video.movie","19","44","73","1192",302,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"356","Das weiße Band - Eine deutsche Kindergeschichte","http://www.imdb.com/title/tt1149362/",7.8,"41551","8640",2009,"video.movie","50","25","40","993",177,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"357","Alles über Elly","http://www.imdb.com/title/tt1360860/",8.2,"14680","7140",2009,"video.movie","13","8","5","15",29,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Excellent"
"358","Das Zimmer meines Sohnes","http://www.imdb.com/title/tt0208990/",7.4,"12459","5940",2001,"video.movie","11","25","14","33",82,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"360","Spider","http://www.imdb.com/title/tt0278731/",6.9,"25733","5880",2002,"video.movie","12","22","69","172",205,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"363","So viele Jahre liebe ich dich","http://www.imdb.com/title/tt1068649/",7.6,"15364","7020",2008,"video.movie","14","19","36","145",113,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"373","Master & Commander - Bis ans Ende der Welt","http://www.imdb.com/title/tt0311113/",7.4,"140094","8280",2003,"video.movie","22","57","106","312",671,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"376","Die vier Federn","http://www.imdb.com/title/tt0240510/",6.5,"24173","7920",2002,"video.movie","0","0","72","101",210,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"379","Die Fälscher","http://www.imdb.com/title/tt0813547/",7.6,"30580","5880",2007,"video.movie","6","9","23","151",116,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Good"
"380","Der Stellvertreter","http://www.imdb.com/title/tt0280653/",7.3,"8712","7920",2002,"video.movie","4","8","8","5",49,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Good"
"384","  A Father  A Son  Once Upon a Time in Hollywood","http://www.imdb.com/title/tt0810861/",7.7,"74","5700",2005,"video.movie","0","0","0","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"387","The Tree of Life","http://www.imdb.com/title/tt0478304/",6.7,"108560","8340",2011,"video.movie","61","50","75","3908",932,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"393","Hereafter - Das Leben danach","http://www.imdb.com/title/tt1212419/",6.5,"69425","7740",2010,"video.movie","4","11","44","1173",310,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"411","Gone Baby gone - Kein Kinderspiel","http://www.imdb.com/title/tt0452623/",7.7,"148683","6840",2007,"video.movie","23","12","55","1266",427,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"414","Verblendung","http://www.imdb.com/title/tt1132620/",7.8,"139396","9120",2009,"video.movie","12","22","32","2708",282,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Good"
"416","Michael Clayton","http://www.imdb.com/title/tt0465538/",7.3,"113526","7140",2007,"video.movie","19","60","53","798",352,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"417","Insomnia - Schlaflos","http://www.imdb.com/title/tt0278504/",7.2,"169766","7080",2002,"video.movie","1","8","47","403",620,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Good"
"433","Monte Cristo","http://www.imdb.com/title/tt0245844/",7.7,"85719","7860",2002,"video.movie","0","0","31","247",528,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"436","Agora - Die Säulen des Himmels","http://www.imdb.com/title/tt1186830/",7.2,"40671","7620",2009,"video.movie","9","12","21","235",163,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"439","Tristan   Isolde","http://www.imdb.com/title/tt0375154/",6.9,"39614","7500",2006,"video.movie","0","0","22","53",310,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"446","Lucky Number Slevin","http://www.imdb.com/title/tt0425210/",7.8,"215991","6600",2006,"video.movie","4","3","65","279",492,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"448","The Illusionist - Nichts ist wie es scheint","http://www.imdb.com/title/tt0443543/",7.6,"225695","6600",2006,"video.movie","6","8","61","587",624,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Good"
"449","Der ewige Gärtner","http://www.imdb.com/title/tt0387131/",7.5,"92479","7740",2005,"video.movie","23","45","44","617",557,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Good"
"452","Children of Men","http://www.imdb.com/title/tt0206634/",7.9,"294420","6540",2006,"video.movie","28","29","47","1636",1154,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Good"
"453","Sehnsüchtig","http://www.imdb.com/title/tt0324554/",7,"37733","6840",2004,"video.movie","0","0","31","85",284,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Good"
"455","So finster die Nacht","http://www.imdb.com/title/tt1139797/",8,"143919","6900",2008,"video.movie","63","23","19","2484",469,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"457","Roter Drache","http://www.imdb.com/title/tt0289765/",7.2,"164519","7440",2002,"video.movie","6","7","41","655",736,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Good"
