"","title","url","imdbRating","ratingCount","duration","year","type","nrOfWins","nrOfNominations","nrOfPhotos","nrOfNewsArticles","nrOfUserReviews","nrOfGenre","Action","Adult","Adventure","Animation","Biography","Comedy","Crime","Documentary","Drama","Family","Fantasy","FilmNoir","GameShow","History","Horror","Music","Musical","Mystery","News","RealityTV","Romance","SciFi","Short","Sport","TalkShow","Thriller","War","Western","Recommendation"
"5295","AFI's 100 Years  100 Movies: 10th Anniversary Edition","http://www.imdb.com/title/tt1025011/",6.5,"158","10800",2007,"video.movie","0","0","0","0",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5297","Stiletto","http://www.imdb.com/title/tt1027747/",5,"1774","5940",2008,"video.movie","0","0","20","8",23,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5303","The Rocker - Voll der","http://www.imdb.com/title/tt1031969/",6.2,"27997","6120",2008,"video.movie","0","0","22","275",94,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5307","The Warrior's Way","http://www.imdb.com/title/tt1032751/",6.3,"19014","6000",2010,"video.movie","0","0","44","270",98,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Average"
"5308","Tyson","http://www.imdb.com/title/tt1032821/",7.6,"9464","5400",2008,"video.movie","3","3","47","873",54,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Good"
"5309","On the Set: Serendipity","http://www.imdb.com/title/tt1032912/",6,"10","1200",2001,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Average"
"5310","Iron Sky","http://www.imdb.com/title/tt1034314/",6,"64932","5580",2012,"video.movie","4","1","10","423",252,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"5311","Major Movie Star","http://www.imdb.com/title/tt1034320/",4.1,"2637","5880",2008,"video.movie","0","0","10","18",13,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"5312","Phoebe in Wonderland","http://www.imdb.com/title/tt1034325/",7.2,"5707","5760",2008,"video.movie","0","0","38","100",42,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5314","Anonyma - Eine Frau in Berlin","http://www.imdb.com/title/tt1035730/",7.1,"3398","7860",2008,"video.movie","1","3","3","2",36,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Good"
"5315","Coco Chanel - Der Beginn einer Leidenschaft","http://www.imdb.com/title/tt1035736/",6.7,"25146","6300",2009,"video.movie","3","15","42","434",62,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5317","Screenplay Series with Syd Field","http://www.imdb.com/title/tt1037140/",6.4,"5","5400",2007,"video.movie","0","0","0","0",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5319","The Book of Eli","http://www.imdb.com/title/tt1037705/",6.9,"170948","7080",2010,"video.movie","3","11","124","1419",531,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5322","Cadillac Records","http://www.imdb.com/title/tt1042877/",6.9,"12137","6540",2008,"video.movie","4","17","91","342",85,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5323","Ekusu makina","http://www.imdb.com/title/tt1043842/",7.2,"6617","6300",2007,"video.movie","0","0","8","0",20,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Good"
"5324","Happy-Go-Lucky","http://www.imdb.com/title/tt1045670/",7,"27661","7080",2008,"video.movie","33","20","22","562",190,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5327","Kabadayi - Für Liebe und Ehre","http://www.imdb.com/title/tt1051907/",7.9,"8672","9060",2007,"video.movie","0","0","0","0",15,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5328","Der Fluch - The Grudge 3","http://www.imdb.com/title/tt1053859/",4.6,"9111","5400",2009,"video.movie","0","0","13","137",59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Fair"
"5329","Goemon","http://www.imdb.com/title/tt1054122/",6.8,"3670","7680",2009,"video.movie","0","0","0","34",31,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5331","Flash of Genius","http://www.imdb.com/title/tt1054588/",7,"12423","7140",2008,"video.movie","1","0","75","51",45,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5333","Made in Italy","http://www.imdb.com/title/tt1056432/",4.5,"82","5160",2008,"video.movie","0","0","0","0",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"5334","Sukai kurora","http://www.imdb.com/title/tt1056437/",6.8,"3680","7320",2008,"video.movie","5","5","12","5",30,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5335","Invictus - Unbezwungen","http://www.imdb.com/title/tt1057500/",7.4,"98341","8040",2009,"video.movie","8","21","106","1643",247,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5336","Eagle Eye - Außer Kontrolle","http://www.imdb.com/title/tt1059786/",6.6,"127206","7080",2008,"video.movie","3","8","91","177",303,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Average"
"5337","Cloverfield","http://www.imdb.com/title/tt1060277/",7.1,"234120","5100",2008,"video.movie","5","11","63","3261",2143,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Good"
"5338","Eine Weihnachtsgeschichte","http://www.imdb.com/title/tt1067106/",6.8,"51980","5760",2009,"video.movie","3","2","62","1826",241,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5342","Auf brennender Erde","http://www.imdb.com/title/tt1068641/",6.9,"12212","6420",2008,"video.movie","1","3","33","241",53,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"5345","Nichts als die Wahrheit","http://www.imdb.com/title/tt1073241/",7.3,"24912","6480",2008,"video.movie","1","2","13","132",111,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Good"
"5349","Life as a Dream","http://www.imdb.com/title/tt1077380/",7.7,"14","1860",2007,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5350","Boy A","http://www.imdb.com/title/tt1078188/",7.7,"28823","6360",2007,"video.movie","10","11","7","259",80,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5351","Beim Leben meiner Schwester","http://www.imdb.com/title/tt1078588/",7.4,"56787","6540",2009,"video.movie","3","3","79","349",171,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5352","Nachts im Museum 2","http://www.imdb.com/title/tt1078912/",5.9,"86765","6300",2009,"video.movie","2","8","45","531",200,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5353","All Inclusive","http://www.imdb.com/title/tt1078940/",5.5,"68963","6780",2009,"video.movie","1","3","113","1211",136,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5354","Ice Age 3 - Die Dinosaurier sind los","http://www.imdb.com/title/tt1080016/",7.1,"113746","5640",2009,"video.movie","1","12","46","547",125,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5357","Baarìa - Eine italienische Familiengeschichte","http://www.imdb.com/title/tt1081935/",6.9,"4101","9000",2009,"video.movie","12","11","9","6",34,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5358","Fighting","http://www.imdb.com/title/tt1082601/",5.5,"22781","6300",2009,"video.movie","0","0","25","816",82,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Average"
"5359","The Making of 'This Is England'","http://www.imdb.com/title/tt1084715/",7.5,"11","420",2007,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5360","Rachels Hochzeit","http://www.imdb.com/title/tt1084950/",6.7,"36106","6780",2008,"video.movie","26","22","65","1107",274,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"5361","Megan Is Missing","http://www.imdb.com/title/tt1087461/",5.3,"3990","5100",2011,"video.movie","0","0","2","8",101,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5363","Adventureland","http://www.imdb.com/title/tt1091722/",6.8,"107058","6420",2009,"video.movie","0","0","53","1917",210,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"5366","Paul - Ein Alien auf der Flucht","http://www.imdb.com/title/tt1092026/",7.1,"146632","6240",2011,"video.movie","1","5","140","12",309,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Good"
"5369","Shanghai","http://www.imdb.com/title/tt1092634/",6.5,"5828","6300",2010,"video.movie","0","0","3","213",26,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Average"
"5370","Darkest Hour","http://www.imdb.com/title/tt1093357/",4.9,"41371","5340",2011,"video.movie","0","0","44","995",198,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Fair"
"5371","My Winnipeg","http://www.imdb.com/title/tt1093842/",7.7,"2919","4800",2007,"video.movie","4","8","9","76",25,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5372","Hotel Chevalier","http://www.imdb.com/title/tt1094249/",7.3,"15615","780",2007,"video.movie","0","0","11","69",19,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5373","Bad Lieutenant - Cop ohne Gewissen","http://www.imdb.com/title/tt1095217/",6.7,"56517","7320",2009,"video.movie","4","6","42","777",205,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5375","Dil Dosti Etc","http://www.imdb.com/title/tt1099196/",7,"1583","6720",2007,"video.movie","0","0","0","0",20,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5379","TRON: Legacy","http://www.imdb.com/title/tt1104001/",6.9,"210644","7500",2010,"video.movie","3","21","407","6687",637,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"5380","Hamlet 2","http://www.imdb.com/title/tt1104733/",6.4,"14189","5520",2008,"video.movie","0","0","43","274",76,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5381","One Week","http://www.imdb.com/title/tt1104806/",7.1,"7776","5640",2008,"video.movie","1","3","16","2",50,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5382","Bruchreif","http://www.imdb.com/title/tt1107860/",6.1,"9989","5400",2009,"video.movie","0","0","6","24",34,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5385","Die Entführung der U-Bahn Pelham 1 2 3","http://www.imdb.com/title/tt1111422/",6.4,"114346","6360",2009,"video.movie","1","5","65","462",273,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"5386","Fatih Akin - Tagebuch eines Filmreisenden","http://www.imdb.com/title/tt1111794/",8.1,"22","3480",2007,"video.movie","0","0","0","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"5387","Thick as Thieves","http://www.imdb.com/title/tt1112782/",6,"24348","6240",2009,"video.movie","0","0","16","22",48,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"5389","Mim mesle madar","http://www.imdb.com/title/tt1113810/",7.6,"1952","6780",2006,"video.movie","0","0","0","0",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5392","Der Kaufhaus Cop","http://www.imdb.com/title/tt1114740/",5.2,"62674","5460",2009,"video.movie","1","2","31","798",176,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5396","Building 'Brick'","http://www.imdb.com/title/tt1117514/",7.7,"9","2760",2006,"video.movie","0","0","0","0",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5397","Batman: Gotham Knight","http://www.imdb.com/title/tt1117563/",6.9,"15311","4500",2008,"video.movie","1","2","20","99",86,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5399","Hangover","http://www.imdb.com/title/tt1119646/",7.8,"428449","6000",2009,"video.movie","6","17","60","6030",600,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5401","Rosencrantz and Guildenstern Are Undead","http://www.imdb.com/title/tt1122775/",5,"611","5340",2009,"video.movie","1","0","2","30",12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5402","Die Echelon-Verschwörung","http://www.imdb.com/title/tt1124039/",5.8,"15013","6300",2009,"video.movie","0","0","45","27",63,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"5404","Defective Man!","http://www.imdb.com/title/tt1125300/",5.7,"22","6360",2009,"video.movie","0","0","0","0",2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5407","Morning Glory","http://www.imdb.com/title/tt1126618/",6.5,"47441","6420",2010,"video.movie","0","0","87","776",147,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"5408","Drag Me to Hell","http://www.imdb.com/title/tt1127180/",6.7,"126913","5940",2009,"video.movie","4","7","47","1301",673,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"5409","Sin nombre","http://www.imdb.com/title/tt1127715/",7.6,"19050","5760",2009,"video.movie","12","11","26","579",70,3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5410","Our World","http://www.imdb.com/title/tt1127853/",6.3,"63","2940",2007,"video.movie","0","0","0","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5412","Cold Souls","http://www.imdb.com/title/tt1127877/",6.5,"7613","6060",2009,"video.movie","2","8","15","281",55,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5413","Larry Flynt: The Right to Be Left Alone","http://www.imdb.com/title/tt1127888/",7.2,"228","4440",2007,"video.movie","0","0","0","0",3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5417","JCVD","http://www.imdb.com/title/tt1130988/",7.2,"29610","5820",2008,"video.movie","0","0","14","443",127,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5418","Pacino and DeNiro: The Conversation","http://www.imdb.com/title/tt1131598/",7.4,"29","600",2005,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5419","Ein Leben für den Tod","http://www.imdb.com/title/tt1132623/",7.8,"17990","8040",2010,"video.movie","5","26","30","373",49,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5421","Green Lantern","http://www.imdb.com/title/tt1133985/",5.7,"170753","6840",2011,"video.movie","1","2","95","9822",522,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Average"
"5423","Duplicity - Gemeinsame Geheimsache","http://www.imdb.com/title/tt1135487/",6.2,"37023","7500",2009,"video.movie","1","1","42","522",177,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"Average"
"5424","Julie & Julia","http://www.imdb.com/title/tt1135503/",7,"61496","7380",2009,"video.movie","16","17","116","34",259,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"5425","White Material","http://www.imdb.com/title/tt1135952/",6.9,"3512","6360",2009,"video.movie","2","3","9","220",22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5427","District 9","http://www.imdb.com/title/tt1136608/",8,"417838","6720",2009,"video.movie","15","52","34","5684",1221,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,"Excellent"
"5429","Stolen Lives","http://www.imdb.com/title/tt1139282/",6.2,"3624","5460",2009,"video.movie","0","0","3","87",32,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"5432","Chinatown: The Beginning and the End","http://www.imdb.com/title/tt1140954/",6.1,"17","1200",2007,"video.movie","0","0","0","0",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Average"
"5434","Standing on the Shoulders of Kubrick: The Legacy of 2001","http://www.imdb.com/title/tt1144817/",7,"73","1260",2001,"video.movie","0","0","0","0",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5435","Vision of a Future Passed: The Prophecy of 2001","http://www.imdb.com/title/tt1147658/",6.8,"46","1320",2001,"video.movie","0","0","0","0",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Average"
"5438","Orphan - Das Waisenkind","http://www.imdb.com/title/tt1148204/",7,"101216","7380",2009,"video.movie","0","0","69","1024",354,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"Good"
"5440","Lost Kubrick: The Unfinished Films of Stanley Kubrick","http://www.imdb.com/title/tt1149982/",7,"57","1200",2007,"video.movie","0","0","0","0",1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5441","Full Metal Jacket: Between Good and Evil","http://www.imdb.com/title/tt1150939/",6.9,"67","1860",2007,"video.movie","0","0","0","0",2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Average"
"5443","Bigger Stronger Faster*","http://www.imdb.com/title/tt1151309/",7.7,"9137","6300",2008,"video.movie","2","2","5","0",50,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Good"
"5444","Leaves of Grass","http://www.imdb.com/title/tt1151359/",6.5,"20564","6300",2009,"video.movie","0","0","36","253",59,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5445","Beastly - Schau in sein wahres Gesicht","http://www.imdb.com/title/tt1152398/",5.5,"46400","5160",2011,"video.movie","1","1","52","1053",122,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Average"
"5446","Public Enemies","http://www.imdb.com/title/tt1152836/",7,"182355","8400",2009,"video.movie","1","10","101","2434",564,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5447","Dance Flick - Der allerletzte Tanzfilm","http://www.imdb.com/title/tt1153706/",3.4,"9009","4980",2009,"video.movie","0","0","60","269",49,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"5449","Vincere","http://www.imdb.com/title/tt1156173/",6.9,"3952","7680",2009,"video.movie","28","25","22","110",30,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5450","Undisputed III: Redemption","http://www.imdb.com/title/tt1156466/",7.5,"19015","5760",2010,"video.movie","3","4","2","27",24,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5453","Eden à l'Ouest","http://www.imdb.com/title/tt1158936/",6.9,"1561","6600",2009,"video.movie","0","0","6","3",9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5454","Rooftop Pursuit","http://www.imdb.com/title/tt1159208/",7.3,"25","360",2007,"video.movie","0","0","0","0",2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Good"
"5458","Bi-mong","http://www.imdb.com/title/tt1165253/",6.6,"2442","5700",2008,"video.movie","0","0","0","0",10,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"5459","Ghajini","http://www.imdb.com/title/tt1166100/",7.3,"17740","10980",2008,"video.movie","7","16","14","593",193,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Good"
"5460","Indie Sex: Extremes","http://www.imdb.com/title/tt1166103/",7,"188","4020",2007,"video.movie","0","0","0","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5461","Zeitgeist","http://www.imdb.com/title/tt1166827/",8.3,"34533","7080",2007,"video.movie","0","0","3","2",151,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Excellent"
"5463","Book of Blood","http://www.imdb.com/title/tt1169809/",5.3,"4927","5760",2009,"video.movie","0","0","10","155",41,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"Average"
"5465","Roller Girl - Manchmal ist die schiefe Bahn der richtige Weg","http://www.imdb.com/title/tt1172233/",6.9,"46159","6660",2009,"video.movie","0","0","102","1109",114,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Average"
"5466","Revanche","http://www.imdb.com/title/tt1173745/",7.6,"8958","7260",2008,"video.movie","11","4","11","65",40,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"5468","City Island","http://www.imdb.com/title/tt1174730/",7.4,"23349","6240",2009,"video.movie","2","3","31","355",97,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5469","An Education","http://www.imdb.com/title/tt1174732/",7.3,"93787","6000",2009,"video.movie","25","55","90","2225",215,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Good"
"5472","Beethoven's Big Break","http://www.imdb.com/title/tt1176410/",4.5,"928","6060",2008,"video.movie","0","0","0","2",1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
"5474","Away We Go - Auf nach Irgendwo","http://www.imdb.com/title/tt1176740/",7.1,"39928","5880",2009,"video.movie","0","0","78","628",111,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Good"
"5475","Embrace","http://www.imdb.com/title/tt1176897/",7.9,"18","840",2007,"video.movie","0","0","0","0",0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,"Good"
"5477","Auge in Auge - Eine deutsche Filmgeschichte","http://www.imdb.com/title/tt1179024/",6.9,"117","6360",2008,"video.movie","1","0","0","0",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5478","Adèle und das Geheimnis des Pharaos","http://www.imdb.com/title/tt1179025/",6.2,"11824","6420",2010,"video.movie","2","1","24","12",38,3,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Average"
"5480","From Paris with Love","http://www.imdb.com/title/tt1179034/",6.5,"81945","5520",2010,"video.movie","0","0","78","700",196,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Average"
"5481","Warten auf Angelina","http://www.imdb.com/title/tt1179082/",4.9,"125","5340",2008,"video.movie","0","0","9","0",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fair"
